Year,Causes,Value
2011,Air Pollution,509630
2012,Air Pollution,518732
2013,Air Pollution,525766
2014,Air Pollution,534664
2015,Air Pollution,552940
2016,Air Pollution,557148
2017,Air Pollution,560765
2018,Air Pollution,572122
2019,Air Pollution,585991
1990,Air Pollution,12210
1991,Air Pollution,13084
1992,Air Pollution,12585
1993,Air Pollution,13223
1994,Air Pollution,14805
1995,Air Pollution,15118
1996,Air Pollution,14126
1997,Air Pollution,12765
1998,Air Pollution,11957
1999,Air Pollution,11968
2000,Air Pollution,11779
2001,Air Pollution,11325
2002,Air Pollution,11237
2003,Air Pollution,10902
2004,Air Pollution,10125
2005,Air Pollution,9971
2006,Air Pollution,9374
2007,Air Pollution,9011
2008,Air Pollution,8603
2009,Air Pollution,8298
2010,Air Pollution,8234
2011,Air Pollution,7152
2012,Air Pollution,6912
2013,Air Pollution,6465
2014,Air Pollution,6453
2015,Air Pollution,6378
2016,Air Pollution,5610
2017,Air Pollution,4856
2018,Air Pollution,4846
2019,Air Pollution,4842
1990,Air Pollution,27
1991,Air Pollution,26
1992,Air Pollution,26
1993,Air Pollution,25
1994,Air Pollution,25
1995,Air Pollution,26
1996,Air Pollution,29
1997,Air Pollution,34
1998,Air Pollution,41
1999,Air Pollution,45
2000,Air Pollution,46
2001,Air Pollution,46
2002,Air Pollution,46
2003,Air Pollution,46
2004,Air Pollution,46
2005,Air Pollution,46
2006,Air Pollution,44
2007,Air Pollution,44
2008,Air Pollution,44
2009,Air Pollution,44
2010,Air Pollution,44
2011,Air Pollution,44
2012,Air Pollution,42
2013,Air Pollution,42
2014,Air Pollution,40
2015,Air Pollution,39
2016,Air Pollution,36
2017,Air Pollution,33
2018,Air Pollution,33
2019,Air Pollution,33
1990,Air Pollution,6883
1991,Air Pollution,6853
1992,Air Pollution,6841
1993,Air Pollution,6794
1994,Air Pollution,6720
1995,Air Pollution,6817
1996,Air Pollution,6851
1997,Air Pollution,6748
1998,Air Pollution,6642
1999,Air Pollution,6609
2000,Air Pollution,6586
2001,Air Pollution,6570
2002,Air Pollution,6419
2003,Air Pollution,6273
2004,Air Pollution,6108
2005,Air Pollution,6000
2006,Air Pollution,5903
2007,Air Pollution,5739
2008,Air Pollution,5666
2009,Air Pollution,5769
2010,Air Pollution,5836
2011,Air Pollution,5892
2012,Air Pollution,5855
2013,Air Pollution,5815
2014,Air Pollution,5746
2015,Air Pollution,5751
2016,Air Pollution,5924
2017,Air Pollution,6062
2018,Air Pollution,6247
2019,Air Pollution,6543
1990,Air Pollution,1272
1991,Air Pollution,1240
1992,Air Pollution,1271
1993,Air Pollution,1357
1994,Air Pollution,1437
1995,Air Pollution,1481
1996,Air Pollution,1523
1997,Air Pollution,1573
1998,Air Pollution,1560
1999,Air Pollution,1541
2000,Air Pollution,1541
2001,Air Pollution,1561
2002,Air Pollution,1576
2003,Air Pollution,1597
2004,Air Pollution,1609
2005,Air Pollution,1627
2006,Air Pollution,1635
2007,Air Pollution,1646
2008,Air Pollution,1645
2009,Air Pollution,1648
2010,Air Pollution,1635
2011,Air Pollution,1632
2012,Air Pollution,1619
2013,Air Pollution,1623
2014,Air Pollution,1629
2015,Air Pollution,1625
2016,Air Pollution,1594
2017,Air Pollution,1565
2018,Air Pollution,1518
2019,Air Pollution,1477
1990,Air Pollution,37658
1991,Air Pollution,37897
1992,Air Pollution,38826
1993,Air Pollution,39586
1994,Air Pollution,39550
1995,Air Pollution,40031
1996,Air Pollution,40368
1997,Air Pollution,41298
1998,Air Pollution,42060
1999,Air Pollution,43269
2000,Air Pollution,42781
2001,Air Pollution,42707
2002,Air Pollution,42821
2003,Air Pollution,43983
2004,Air Pollution,44524
2005,Air Pollution,45192
2006,Air Pollution,45991
2007,Air Pollution,46806
2008,Air Pollution,47309
2009,Air Pollution,47714
2010,Air Pollution,47958
2011,Air Pollution,48170
2012,Air Pollution,48661
2013,Air Pollution,52169
2014,Air Pollution,52289
2015,Air Pollution,52642
2016,Air Pollution,54022
2017,Air Pollution,55839
2018,Air Pollution,57420
2019,Air Pollution,58656
1990,Air Pollution,52193
1991,Air Pollution,51182
1992,Air Pollution,50973
1993,Air Pollution,51893
1994,Air Pollution,53357
1995,Air Pollution,54548
1996,Air Pollution,54515
1997,Air Pollution,54196
1998,Air Pollution,53997
1999,Air Pollution,54008
2000,Air Pollution,54123
2001,Air Pollution,53013
2002,Air Pollution,52480
2003,Air Pollution,51730
2004,Air Pollution,51681
2005,Air Pollution,51882
2006,Air Pollution,53911
2007,Air Pollution,54524
2008,Air Pollution,55161
2009,Air Pollution,55179
2010,Air Pollution,55297
2011,Air Pollution,55209
2012,Air Pollution,55702
2013,Air Pollution,55467
2014,Air Pollution,55117
2015,Air Pollution,54644
2016,Air Pollution,53799
2017,Air Pollution,53232
2018,Air Pollution,53285
2019,Air Pollution,53894
1990,Air Pollution,192543
1991,Air Pollution,194308
1992,Air Pollution,195191
1993,Air Pollution,195587
1994,Air Pollution,195322
1995,Air Pollution,194915
1996,Air Pollution,194518
1997,Air Pollution,193830
1998,Air Pollution,193453
1999,Air Pollution,192424
2000,Air Pollution,190646
2001,Air Pollution,188390
2002,Air Pollution,185963
2003,Air Pollution,183571
2004,Air Pollution,181859
2005,Air Pollution,177881
2006,Air Pollution,174763
2007,Air Pollution,170428
2008,Air Pollution,166394
2009,Air Pollution,162841
2010,Air Pollution,158944
2011,Air Pollution,157173
2012,Air Pollution,154837
2013,Air Pollution,154019
2014,Air Pollution,152259
2015,Air Pollution,151067
2016,Air Pollution,150052
2017,Air Pollution,149331
2018,Air Pollution,149605
2019,Air Pollution,149915
1990,Air Pollution,3392
1991,Air Pollution,3412
1992,Air Pollution,3441
1993,Air Pollution,3461
1994,Air Pollution,3520
1995,Air Pollution,3555
1996,Air Pollution,3589
1997,Air Pollution,3651
1998,Air Pollution,3760
1999,Air Pollution,3867
2000,Air Pollution,3963
2001,Air Pollution,3942
2002,Air Pollution,3987
2003,Air Pollution,3953
2004,Air Pollution,3891
2005,Air Pollution,3826
2006,Air Pollution,3738
2007,Air Pollution,3661
2008,Air Pollution,3586
2009,Air Pollution,3534
2010,Air Pollution,3503
2011,Air Pollution,3421
2012,Air Pollution,3371
2013,Air Pollution,3363
2014,Air Pollution,3353
2015,Air Pollution,3340
2016,Air Pollution,3321
2017,Air Pollution,3288
2018,Air Pollution,3243
2019,Air Pollution,3193
1990,Air Pollution,8
1991,Air Pollution,8
1992,Air Pollution,8
1993,Air Pollution,8
1994,Air Pollution,8
1995,Air Pollution,8
1996,Air Pollution,8
1997,Air Pollution,8
1998,Air Pollution,8
1999,Air Pollution,8
2000,Air Pollution,8
2001,Air Pollution,8
2002,Air Pollution,8
2003,Air Pollution,8
2004,Air Pollution,7
2005,Air Pollution,6
2006,Air Pollution,6
2007,Air Pollution,6
2008,Air Pollution,5
2009,Air Pollution,5
2010,Air Pollution,4
2011,Air Pollution,4
2012,Air Pollution,4
2013,Air Pollution,4
2014,Air Pollution,4
2015,Air Pollution,4
2016,Air Pollution,4
2017,Air Pollution,3
2018,Air Pollution,3
2019,Air Pollution,3
1990,Air Pollution,86468
1991,Air Pollution,85159
1992,Air Pollution,83651
1993,Air Pollution,83045
1994,Air Pollution,81875
1995,Air Pollution,80857
1996,Air Pollution,79398
1997,Air Pollution,78262
1998,Air Pollution,77043
1999,Air Pollution,75877
2000,Air Pollution,74834
2001,Air Pollution,73562
2002,Air Pollution,72609
2003,Air Pollution,72324
2004,Air Pollution,72503
2005,Air Pollution,73657
2006,Air Pollution,74573
2007,Air Pollution,75622
2008,Air Pollution,76173
2009,Air Pollution,76675
2010,Air Pollution,76977
2011,Air Pollution,78424
2012,Air Pollution,79809
2013,Air Pollution,81726
2014,Air Pollution,82393
2015,Air Pollution,83594
2016,Air Pollution,84416
2017,Air Pollution,85298
2018,Air Pollution,86155
2019,Air Pollution,87692
1990,Air Pollution,17729
1991,Air Pollution,17478
1992,Air Pollution,17209
1993,Air Pollution,17547
1994,Air Pollution,17191
1995,Air Pollution,17162
1996,Air Pollution,16922
1997,Air Pollution,16375
1998,Air Pollution,16172
1999,Air Pollution,15965
2000,Air Pollution,15659
2001,Air Pollution,15089
2002,Air Pollution,14913
2003,Air Pollution,14410
2004,Air Pollution,13538
2005,Air Pollution,12958
2006,Air Pollution,12521
2007,Air Pollution,12256
2008,Air Pollution,12146
2009,Air Pollution,12077
2010,Air Pollution,11973
2011,Air Pollution,11579
2012,Air Pollution,11143
2013,Air Pollution,10497
2014,Air Pollution,9844
2015,Air Pollution,9678
2016,Air Pollution,9651
2017,Air Pollution,9708
2018,Air Pollution,9926
2019,Air Pollution,9974
1990,Air Pollution,944
1991,Air Pollution,928
1992,Air Pollution,928
1993,Air Pollution,928
1994,Air Pollution,903
1995,Air Pollution,911
1996,Air Pollution,892
1997,Air Pollution,874
1998,Air Pollution,841
1999,Air Pollution,839
2000,Air Pollution,805
2001,Air Pollution,788
2002,Air Pollution,763
2003,Air Pollution,722
2004,Air Pollution,689
2005,Air Pollution,655
2006,Air Pollution,646
2007,Air Pollution,642
2008,Air Pollution,634
2009,Air Pollution,631
2010,Air Pollution,622
2011,Air Pollution,629
2012,Air Pollution,608
2013,Air Pollution,584
2014,Air Pollution,581
2015,Air Pollution,574
2016,Air Pollution,581
2017,Air Pollution,571
2018,Air Pollution,639
2019,Air Pollution,670
1990,Air Pollution,4822
1991,Air Pollution,4954
1992,Air Pollution,4802
1993,Air Pollution,4755
1994,Air Pollution,4679
1995,Air Pollution,5276
1996,Air Pollution,5285
1997,Air Pollution,4975
1998,Air Pollution,4785
1999,Air Pollution,4733
2000,Air Pollution,4644
2001,Air Pollution,4750
2002,Air Pollution,4924
2003,Air Pollution,5037
2004,Air Pollution,5139
2005,Air Pollution,5340
2006,Air Pollution,5076
2007,Air Pollution,5275
2008,Air Pollution,5333
2009,Air Pollution,5296
2010,Air Pollution,5217
2011,Air Pollution,5285
2012,Air Pollution,5337
2013,Air Pollution,5380
2014,Air Pollution,5419
2015,Air Pollution,5351
2016,Air Pollution,5428
2017,Air Pollution,5357
2018,Air Pollution,5454
2019,Air Pollution,5529
1990,Air Pollution,48476
1991,Air Pollution,49284
1992,Air Pollution,50524
1993,Air Pollution,51641
1994,Air Pollution,51769
1995,Air Pollution,52761
1996,Air Pollution,52058
1997,Air Pollution,52832
1998,Air Pollution,53163
1999,Air Pollution,53761
2000,Air Pollution,54423
2001,Air Pollution,54742
2002,Air Pollution,53920
2003,Air Pollution,53825
2004,Air Pollution,51379
2005,Air Pollution,53092
2006,Air Pollution,51523
2007,Air Pollution,51101
2008,Air Pollution,48235
2009,Air Pollution,48154
2010,Air Pollution,48173
2011,Air Pollution,49731
2012,Air Pollution,51108
2013,Air Pollution,53112
2014,Air Pollution,54662
2015,Air Pollution,56492
2016,Air Pollution,58114
2017,Air Pollution,59211
2018,Air Pollution,59046
2019,Air Pollution,59140
1990,Air Pollution,374883
1991,Air Pollution,384056
1992,Air Pollution,393225
1993,Air Pollution,403203
1994,Air Pollution,413480
1995,Air Pollution,423371
1996,Air Pollution,433274
1997,Air Pollution,440749
1998,Air Pollution,448486
1999,Air Pollution,456181
2000,Air Pollution,461686
2001,Air Pollution,462269
2002,Air Pollution,461100
2003,Air Pollution,454540
2004,Air Pollution,446746
2005,Air Pollution,437204
2006,Air Pollution,437918
2007,Air Pollution,432755
2008,Air Pollution,424193
2009,Air Pollution,420381
2010,Air Pollution,415342
2011,Air Pollution,410910
2012,Air Pollution,413492
2013,Air Pollution,417154
2014,Air Pollution,418532
2015,Air Pollution,419876
2016,Air Pollution,417418
2017,Air Pollution,407438
2018,Air Pollution,400294
2019,Air Pollution,396007
1990,Air Pollution,3
1991,Air Pollution,3
1992,Air Pollution,3
1993,Air Pollution,3
1994,Air Pollution,3
1995,Air Pollution,2
1996,Air Pollution,2
1997,Air Pollution,3
1998,Air Pollution,3
1999,Air Pollution,3
2000,Air Pollution,2
2001,Air Pollution,2
2002,Air Pollution,1
2003,Air Pollution,1
2004,Air Pollution,1
2005,Air Pollution,1
2006,Air Pollution,1
2007,Air Pollution,1
2008,Air Pollution,1
2009,Air Pollution,1
2010,Air Pollution,1
2011,Air Pollution,1
2012,Air Pollution,1
2013,Air Pollution,1
2014,Air Pollution,1
2015,Air Pollution,1
2016,Air Pollution,1
2017,Air Pollution,1
2018,Air Pollution,1
2019,Air Pollution,1
1990,Air Pollution,220912
1991,Air Pollution,219533
1992,Air Pollution,218148
1993,Air Pollution,222339
1994,Air Pollution,223806
1995,Air Pollution,225397
1996,Air Pollution,223322
1997,Air Pollution,221804
1998,Air Pollution,222250
1999,Air Pollution,222661
2000,Air Pollution,219139
2001,Air Pollution,215633
2002,Air Pollution,212607
2003,Air Pollution,205894
2004,Air Pollution,197251
2005,Air Pollution,194026
2006,Air Pollution,188195
2007,Air Pollution,178063
2008,Air Pollution,168568
2009,Air Pollution,158653
2010,Air Pollution,151584
2011,Air Pollution,150528
2012,Air Pollution,145729
2013,Air Pollution,141241
2014,Air Pollution,135797
2015,Air Pollution,133176
2016,Air Pollution,128487
2017,Air Pollution,124319
2018,Air Pollution,127362
2019,Air Pollution,129753
1990,Air Pollution,77636
1991,Air Pollution,79227
1992,Air Pollution,80955
1993,Air Pollution,82793
1994,Air Pollution,84538
1995,Air Pollution,85327
1996,Air Pollution,85764
1997,Air Pollution,87051
1998,Air Pollution,88299
1999,Air Pollution,89474
2000,Air Pollution,89904
2001,Air Pollution,90141
2002,Air Pollution,90486
2003,Air Pollution,91902
2004,Air Pollution,94159
2005,Air Pollution,96115
2006,Air Pollution,98275
2007,Air Pollution,100277
2008,Air Pollution,102377
2009,Air Pollution,103777
2010,Air Pollution,104960
2011,Air Pollution,106179
2012,Air Pollution,107161
2013,Air Pollution,108369
2014,Air Pollution,109148
2015,Air Pollution,110067
2016,Air Pollution,109995
2017,Air Pollution,110179
2018,Air Pollution,111089
2019,Air Pollution,112111
1990,Air Pollution,6091
1991,Air Pollution,6090
1992,Air Pollution,6486
1993,Air Pollution,6622
1994,Air Pollution,6691
1995,Air Pollution,6822
1996,Air Pollution,6929
1997,Air Pollution,7039
1998,Air Pollution,7180
1999,Air Pollution,7139
2000,Air Pollution,7116
2001,Air Pollution,7200
2002,Air Pollution,7347
2003,Air Pollution,7276
2004,Air Pollution,7080
2005,Air Pollution,7103
2006,Air Pollution,7220
2007,Air Pollution,7338
2008,Air Pollution,7130
2009,Air Pollution,7116
2010,Air Pollution,7027
2011,Air Pollution,6874
2012,Air Pollution,6895
2013,Air Pollution,6676
2014,Air Pollution,6733
2015,Air Pollution,6794
2016,Air Pollution,6759
2017,Air Pollution,6720
2018,Air Pollution,6654
2019,Air Pollution,6607
1990,Air Pollution,1663
1991,Air Pollution,1606
1992,Air Pollution,1545
1993,Air Pollution,1550
1994,Air Pollution,1485
1995,Air Pollution,1466
1996,Air Pollution,1392
1997,Air Pollution,1339
1998,Air Pollution,1297
1999,Air Pollution,1278
2000,Air Pollution,1201
2001,Air Pollution,1126
2002,Air Pollution,1115
2003,Air Pollution,1083
2004,Air Pollution,1054
2005,Air Pollution,1013
2006,Air Pollution,989
2007,Air Pollution,963
2008,Air Pollution,918
2009,Air Pollution,863
2010,Air Pollution,832
2011,Air Pollution,790
2012,Air Pollution,780
2013,Air Pollution,749
2014,Air Pollution,700
2015,Air Pollution,674
2016,Air Pollution,635
2017,Air Pollution,616
2018,Air Pollution,646
2019,Air Pollution,658
1990,Air Pollution,22
1991,Air Pollution,22
1992,Air Pollution,21
1993,Air Pollution,20
1994,Air Pollution,19
1995,Air Pollution,20
1996,Air Pollution,20
1997,Air Pollution,20
1998,Air Pollution,20
1999,Air Pollution,23
2000,Air Pollution,23
2001,Air Pollution,23
2002,Air Pollution,22
2003,Air Pollution,22
2004,Air Pollution,22
2005,Air Pollution,22
2006,Air Pollution,22
2007,Air Pollution,24
2008,Air Pollution,24
2009,Air Pollution,24
2010,Air Pollution,25
2011,Air Pollution,27
2012,Air Pollution,30
2013,Air Pollution,32
2014,Air Pollution,36
2015,Air Pollution,38
2016,Air Pollution,36
2017,Air Pollution,33
2018,Air Pollution,32
2019,Air Pollution,33
1990,Air Pollution,3428
1991,Air Pollution,3266
1992,Air Pollution,3157
1993,Air Pollution,3080
1994,Air Pollution,2944
1995,Air Pollution,2854
1996,Air Pollution,2763
1997,Air Pollution,2694
1998,Air Pollution,2656
1999,Air Pollution,2580
2000,Air Pollution,2495
2001,Air Pollution,2359
2002,Air Pollution,2188
2003,Air Pollution,1950
2004,Air Pollution,1730
2005,Air Pollution,1618
2006,Air Pollution,1560
2007,Air Pollution,1557
2008,Air Pollution,1511
2009,Air Pollution,1485
2010,Air Pollution,1446
2011,Air Pollution,1428
2012,Air Pollution,1364
2013,Air Pollution,1262
2014,Air Pollution,1133
2015,Air Pollution,1028
2016,Air Pollution,941
2017,Air Pollution,855
2018,Air Pollution,897
2019,Air Pollution,909
1990,Air Pollution,1173638
1991,Air Pollution,1160331
1992,Air Pollution,1138735
1993,Air Pollution,1131211
1994,Air Pollution,1117091
1995,Air Pollution,1111286
1996,Air Pollution,1086003
1997,Air Pollution,1066435
1998,Air Pollution,1052075
1999,Air Pollution,1036254
2000,Air Pollution,1001414
2001,Air Pollution,978732
2002,Air Pollution,968244
2003,Air Pollution,951057
2004,Air Pollution,918331
2005,Air Pollution,905806
2006,Air Pollution,892489
2007,Air Pollution,884179
2008,Air Pollution,878493
2009,Air Pollution,874955
2010,Air Pollution,864659
2011,Air Pollution,860260
2012,Air Pollution,853932
